,logFC,AveExpr,t,P.Value,adj.P.Val,B
IARS,-0.0585238892140132,7.10774584381718,-6.73527495789087,1.67627352938575e-11,5.92607142756056e-11,13.9685728725755
GNG12,0.0584880710364595,7.62382814247593,4.4461242210327,8.78579008289142e-06,2.06954166396998e-05,1.19240707393445
IP6K2,0.0584786570694709,7.68600121396869,4.35358017282107,1.34532059348609e-05,3.10783957037552e-05,0.785678141826198
STX11,-0.0584133612837576,6.93134958921222,-11.1720604410859,6.68273282370866e-29,4.74841213605497e-28,53.5316511163766
PPP4R3B,0.0584065140001018,7.40135982404527,4.9786882524588,6.44970524625986e-07,1.66748477098426e-06,3.69895445957765
TMEM99,0.0583947739417867,7.0113650694606,8.10531941631483,5.53077127120286e-16,2.50785182605874e-15,24.1069090289474
ITGB8,0.0583873809644859,6.97076331666053,9.12726980177639,7.61248324510245e-20,4.12247208231428e-19,32.8804004299554
JAGN1,0.0583623452657549,7.19539786555241,5.93823659005259,2.92399081312313e-09,9.01598693259615e-09,8.92829435733789
ARMCX1,0.0583391365473713,7.05761558971902,7.23473122123542,4.8163217151325e-13,1.85702660763546e-12,17.4487820619484
VKORC1,-0.0583280216183772,7.3350850438671,-5.19206028038522,2.09815874072149e-07,5.66459057098335e-07,4.78251051371359
RCC1,-0.0583259807738565,7.10770887565916,-6.64122788785329,3.18286548796875e-11,1.10706875982818e-10,13.3409775687685
ARL13B,-0.0583139691762127,7.07819842368702,-6.95186802658382,3.70490075053247e-12,1.3619038233623e-11,15.4473675825831
ARL6IP4,0.058288706531221,8.06915449591503,4.16884487971176,3.07309653573738e-05,6.84722336322463e-05,-0.000688255247826675
PPIA,0.0582822227472573,10.0282074000521,5.81285947818641,6.22567289699059e-09,1.87669934507884e-08,8.19295430125908
NOM1,-0.0582418257006059,7.26017360547013,-5.48498197192649,4.18031109944814e-08,1.19126891004987e-07,6.34390132024854
ZCCHC6,-0.0581695269125828,7.22447203887415,-5.64431194292681,1.67870006914279e-08,4.91152698962772e-08,7.22907041825829
ATP5D,-0.0581552750513861,8.5989716337308,-4.25618923306219,2.08795155583387e-05,4.73874859951626e-05,0.36687035065972
PLK1,-0.0581429532750009,6.86594291997353,-22.2317463621594,2.58822047269062e-108,5.79080746588843e-107,235.666784671334
DHX36,0.058082817976016,7.51520552009926,4.5845669546591,4.57412634952029e-06,1.10565611125227e-05,1.8168020933943
PGAP2,0.0580805132406621,7.21511769084254,5.73477319394871,9.89127839352268e-09,2.94190460407165e-08,7.74288173116707
KPNA3,-0.0580761950297091,7.22908348119944,-5.67998765601675,1.36391794288075e-08,4.02330904136265e-08,7.43073232044559
FAM111B,-0.0580601490081378,6.94028914320178,-9.71754274772459,2.81517967259146e-22,1.6563195416721e-21,38.4179763453883
SERINC5,-0.0580151946924112,7.04670422931222,-7.45877399100271,9.05414700164285e-14,3.64306873133931e-13,19.0903815674672
NUDC,-0.0580073114534931,7.68124797131919,-4.42392877066748,9.73836234150789e-06,2.28228528090576e-05,1.09408011229002
