,logFC,AveExpr,t,P.Value,adj.P.Val,B
SET,-0.499484808336099,8.45379618168145,-15.3755520683363,4.48955948944326e-53,7.9532853859562e-52,109.029440361319
ELOVL4,0.497302206828059,6.96654169907022,35.4785875413952,3.54201371812553e-268,4.01801064936836e-266,603.329612507709
KRT19,-0.496816452619195,7.25219835230345,-14.5459765361264,1.0335743029974e-47,1.57992705512558e-46,96.741606852315
MYC,-0.496784868840177,9.08518178305523,-11.8437648061129,2.9076375164853e-32,3.149210080669e-31,61.3827514483486
MGST2,0.49428274728429,7.80549905979729,16.1674163976543,1.85009959410872e-58,3.6250739319718e-57,121.375168353332
LAMB3,-0.492991460236929,7.25239568104505,-21.2040764437101,8.39248719795992e-99,2.75461026507659e-97,213.970090310039
TXNDC17,-0.491501216232748,7.93018131245617,-15.6380351032782,7.87535932550302e-55,1.45491638282007e-53,113.054569341016
TAX1BP3,-0.491401524346954,7.72482854473597,-16.3857837512022,5.44643648370606e-60,1.09709215899201e-58,124.886192445727
ADAMTS1,-0.49007972420461,7.60543237600545,-14.2845505501318,4.39861571911089e-46,6.58366880550255e-45,93.0098881163817
VSNL1,-0.489935671243368,7.51334601856151,-17.1292952579,2.36535052154838e-65,5.25579260217588e-64,137.185205848291
ENDOU,0.489224678709161,6.99016580081869,33.1332561555547,5.26158951756383e-235,4.93064316240112e-233,527.041925020588
GLUL,-0.48776126552473,7.73935231432993,-15.0879346182026,3.49929735848585e-51,5.87700174544663e-50,104.693584268332
LOR,0.487547033864584,7.06141419665499,20.5974936895818,2.21366791955921e-93,6.81598893708087e-92,201.520319911176
CTNNAL1,-0.486938242819456,7.26261405832932,-21.0633927155958,1.55752707929373e-97,5.01043288294192e-96,211.056713388806
CD9,-0.48683965267309,9.95178657263468,-19.3624448854092,7.74378538370939e-83,2.14898353180536e-81,177.311253532611
DKK3,-0.485120180995565,7.24443516471879,-21.254368624854,2.94067937963042e-99,9.70124125953587e-98,215.016094611637
TUBA1C,0.48192658649374,8.19116070349019,14.2998059893234,3.52261627838198e-46,5.28474172993455e-45,93.2307518055253
RAB11A,0.481260385103255,8.16925665771615,15.152930306537,1.31480843412279e-51,2.21972619713784e-50,105.667854134252
GGCT,0.481101713462492,7.66948290279292,16.2102023166638,9.30614103787586e-59,1.83455816923492e-57,122.059479504389
GSTO1,-0.479933591842278,7.62167365379496,-16.4491508254359,1.94128448263628e-60,3.97226122301461e-59,125.913648408602
DSC2,-0.479540406926364,7.3847680902848,-17.4785242002921,5.96816627998599e-68,1.38315997012149e-66,143.145514150787
ARL6IP5,-0.479471894171728,7.80204472454927,-15.2575804691851,2.70396550324097e-52,4.68735682143595e-51,107.242091081206
LAMA3,-0.478983328879024,7.33335646002582,-19.0569991999035,2.52467708390078e-80,6.80190084354269e-79,171.541921844024
TIMP1,-0.478251201165921,7.33578634650808,-18.9611024950823,1.52519842218573e-79,4.05840864109175e-78,169.748911224409
TGIF1,-0.47737168727816,7.77404107301603,-14.919944968684,4.28105147144593e-50,6.90306204847117e-49,102.201213048763
PIK3R1,-0.477169768169629,7.48236224261432,-16.2652739527951,3.83627832232064e-59,7.65598013337198e-58,122.942019638757
IGFBP6,-0.476931597289605,7.16425573045256,-17.017385465021,1.58531350282971e-64,3.43981111050231e-63,135.290010317761
MORF4L1,-0.47641208476977,8.48298044665566,-15.1687042777641,1.03663365971941e-51,1.75467885961929e-50,105.904460467767
S100A11,0.475810559479148,9.97637209352396,17.7403907171703,6.22981365660713e-70,1.52007453221214e-68,147.691563649548
LAD1,0.475472456762352,7.96182317262757,15.2329665035292,3.92613603474424e-52,6.76970549350834e-51,106.870872512618
NR4A1,-0.475233810510574,7.86144284064035,-13.121797114646,3.47063862214244e-39,4.46146109955726e-38,77.2177065045217
CENPF,-0.473942858372173,7.02739046711899,-26.7465295910226,3.92059429518458e-155,2.28383447861833e-153,343.402996757126
GATA3,0.469887273609058,7.64646074075434,15.2147776658956,5.16996919973608e-52,8.8203221228215e-51,106.596932414679
EEF1D,-0.463352606508922,10.1492112685499,-20.884104143512,6.27154370347986e-96,1.97813666276589e-94,207.370888989641
TMEM79,0.462359843518107,7.31359298372125,18.9461838093477,2.01606538201053e-79,5.3425732623279e-78,169.470758941103
EDN3,-0.461913305014535,7.52602656841108,-15.0149201378887,1.0451774628822e-50,1.73730526349519e-49,103.604554442257
ALDH2,0.461856553760384,8.01085976747001,14.7929278889109,2.79663321014503e-49,4.41049520409702e-48,100.333471759049
CKS2,-0.461820066764167,7.95477837910707,-13.3211799102588,2.49854025592384e-40,3.334715113821e-39,79.8331677804642
JUP,0.461627856368499,7.94935279860517,14.9698751664901,2.0383960640829e-50,3.34524592648731e-49,102.939704425241
HSPB1,0.458397258346755,11.4373956506254,15.0084104461438,1.14777664108263e-50,1.90295481057444e-49,103.51131263179
YBX1,-0.458375769902068,10.4474812773875,-20.5224694953901,9.87772866198119e-93,2.98455109945656e-91,200.028598178928
KLK8,0.456863275513014,7.21959087285905,20.4044859593077,1.06218001887183e-91,3.15048440459874e-90,197.659879113876
WNT3,-0.454617282850023,7.36105931472716,-18.2932027180668,3.29873062033498e-74,8.36454595728863e-73,157.504108396007
HNRNPU,-0.453707328600897,8.57359563692072,-14.40650075192,7.66905062936731e-47,1.16131338101848e-45,94.7475082372798
GRHL1,0.453233156563192,7.07034316913635,25.2544305076827,9.26695136768853e-139,4.71811870421055e-137,305.770806010294
ASAH1,0.452397311214312,7.36451858288439,17.5289382114509,2.49232739191531e-68,5.8389090275813e-67,144.015600179817
THEM5,0.450962344943979,6.96124693187181,35.0876296615331,1.55132354077602e-262,1.72945827838926e-260,590.354838386397
ATP2B1,-0.449467086619435,7.86560003528395,-14.0803095958869,7.83357465665525e-45,1.14597044637857e-43,90.145239897876
NSG1,0.4480225923357,7.77280240790047,14.9789095852428,1.78183083392185e-50,2.9316331226816e-49,103.073586105064
NPC2,-0.446878278141106,8.38232979724873,-14.1561793236438,2.69539910724438e-45,3.97909831676762e-44,91.206457872619
ALDH3B2,0.445312916334093,6.94091965584949,37.9945945105848,4.47611664697902e-306,6.43168227541475e-304,690.495937021064
DYNLL1,0.445027535599611,9.59060367748246,15.2257151418923,4.38159424716083e-52,7.51495713584666e-51,106.761622127856
ENO1,-0.442851100530428,9.08443987648118,-13.911850667312,8.2050598802405e-44,1.17116814979327e-42,87.8089729912456
SLC25A5,0.440939671769655,9.42468941472323,14.3856602584145,1.03382974573771e-46,1.56185587288318e-45,94.4503732682873
PRDX3,-0.440070555890487,7.47465849891242,-16.3955007925031,4.65070654187591e-60,9.39733390617802e-59,125.043496706932
RBMX,-0.440036726353239,7.97570175309512,-13.8023093394407,3.72403150958714e-43,5.24609754705674e-42,86.3046293721517
CCDC64B,0.436950405173613,6.94991413832422,35.0221594236453,1.37315320357608e-261,1.47980143572049e-259,588.176854420969
TSC22D3,-0.436728250204336,7.6000710797052,-13.779545211145,5.10522202996566e-43,7.16059992315791e-42,85.9909573510505
